,Department,Department_n,salary,salary_n
8698,RandD,1,medium,2
8699,RandD,1,medium,2
8700,RandD,1,low,1
8701,RandD,1,low,1
8702,marketing,5,low,1
8703,sales,7,low,1
8704,accounting,2,low,1
8705,support,8,low,1
8706,technical,9,low,1
8707,management,4,low,1
8708,marketing,5,low,1
8709,marketing,5,low,1
8710,marketing,5,low,1
8711,sales,7,low,1
8712,sales,7,low,1
8713,sales,7,low,1
8714,sales,7,low,1
8715,sales,7,low,1
8716,sales,7,low,1
8717,sales,7,low,1
8718,sales,7,low,1
8719,sales,7,low,1
8720,sales,7,low,1
8721,sales,7,medium,2
8722,sales,7,medium,2
8723,sales,7,medium,2
8724,sales,7,medium,2
8725,sales,7,medium,2
8726,sales,7,medium,2
8727,sales,7,medium,2
8728,sales,7,medium,2
8729,sales,7,medium,2
8730,accounting,2,medium,2
8731,accounting,2,medium,2
8732,accounting,2,medium,2
8733,hr,3,high,0
8734,hr,3,low,1
8735,hr,3,medium,2
8736,hr,3,medium,2
8737,technical,9,medium,2
8738,technical,9,medium,2
8739,technical,9,low,1
8740,technical,9,low,1
8741,technical,9,low,1
8742,technical,9,low,1
8743,technical,9,low,1
8744,technical,9,low,1
8745,technical,9,low,1
8746,technical,9,low,1
8747,technical,9,medium,2
8748,support,8,medium,2
8749,support,8,medium,2
8750,support,8,medium,2
8751,support,8,medium,2
8752,support,8,medium,2
8753,support,8,medium,2
8754,support,8,medium,2
8755,support,8,medium,2
8756,support,8,medium,2
8757,support,8,medium,2
8758,support,8,medium,2
8759,technical,9,medium,2
8760,technical,9,medium,2
8761,technical,9,medium,2
8762,management,4,medium,2
8763,IT,0,medium,2
8764,IT,0,medium,2
8765,IT,0,medium,2
8766,IT,0,medium,2
8767,IT,0,medium,2
8768,product_mng,6,medium,2
8769,product_mng,6,medium,2
8770,product_mng,6,medium,2
8771,product_mng,6,medium,2
8772,IT,0,high,0
8773,RandD,1,high,0
8774,RandD,1,high,0
8775,RandD,1,high,0
8776,RandD,1,high,0
8777,RandD,1,high,0
8778,marketing,5,high,0
8779,sales,7,high,0
8780,accounting,2,high,0
8781,support,8,high,0
8782,technical,9,high,0
8783,management,4,high,0
8784,marketing,5,low,1
8785,marketing,5,low,1
8786,marketing,5,low,1
8787,sales,7,low,1
8788,sales,7,low,1
8789,sales,7,low,1
8790,sales,7,low,1
8791,sales,7,low,1
8792,sales,7,low,1
8793,sales,7,low,1
8794,sales,7,low,1
8795,sales,7,low,1
8796,sales,7,low,1
8797,sales,7,low,1
8798,sales,7,low,1
8799,sales,7,medium,2
8800,sales,7,medium,2
8801,sales,7,medium,2
8802,sales,7,medium,2
8803,sales,7,medium,2
8804,sales,7,medium,2
8805,sales,7,medium,2
8806,accounting,2,medium,2
8807,accounting,2,medium,2
8808,accounting,2,medium,2
8809,hr,3,medium,2
8810,hr,3,medium,2
8811,hr,3,high,0
8812,hr,3,high,0
8813,technical,9,high,0
8814,technical,9,high,0
8815,technical,9,high,0
8816,technical,9,high,0
8817,technical,9,high,0
8818,technical,9,high,0
8819,technical,9,low,1
8820,technical,9,low,1
8821,technical,9,low,1
8822,technical,9,low,1
8823,technical,9,low,1
8824,support,8,low,1
8825,support,8,low,1
8826,support,8,low,1
8827,support,8,medium,2
8828,support,8,medium,2
8829,support,8,medium,2
8830,support,8,medium,2
8831,support,8,medium,2
8832,support,8,medium,2
8833,support,8,medium,2
8834,support,8,medium,2
8835,technical,9,medium,2
8836,technical,9,medium,2
8837,technical,9,medium,2
8838,management,4,medium,2
8839,IT,0,medium,2
8840,IT,0,medium,2
8841,IT,0,medium,2
8842,IT,0,medium,2
8843,IT,0,medium,2
8844,product_mng,6,medium,2
8845,product_mng,6,medium,2
8846,product_mng,6,medium,2
8847,product_mng,6,medium,2
8848,IT,0,medium,2
8849,RandD,1,medium,2
8850,RandD,1,high,0
8851,RandD,1,low,1
8852,RandD,1,medium,2
8853,RandD,1,medium,2
8854,marketing,5,medium,2
8855,sales,7,medium,2
8856,accounting,2,medium,2
8857,support,8,medium,2
8858,technical,9,medium,2
8859,management,4,medium,2
8860,marketing,5,medium,2
8861,marketing,5,medium,2
8862,marketing,5,low,1
8863,sales,7,low,1
8864,sales,7,low,1
8865,sales,7,low,1
8866,sales,7,low,1
8867,sales,7,low,1
8868,sales,7,low,1
8869,sales,7,high,0
8870,sales,7,low,1
8871,sales,7,high,0
8872,sales,7,high,0
8873,sales,7,low,1
8874,sales,7,low,1
8875,sales,7,high,0
8876,sales,7,low,1
8877,sales,7,medium,2
8878,sales,7,high,0
8879,sales,7,medium,2
8880,sales,7,medium,2
8881,sales,7,medium,2
8882,accounting,2,medium,2
8883,accounting,2,high,0
8884,accounting,2,medium,2
8885,hr,3,medium,2
8886,hr,3,medium,2
8887,hr,3,high,0
8888,hr,3,medium,2
8889,technical,9,high,0
8890,technical,9,low,1
8891,technical,9,medium,2
8892,technical,9,medium,2
8893,technical,9,medium,2
8894,technical,9,medium,2
8895,technical,9,low,1
8896,technical,9,low,1
8897,technical,9,low,1
8898,technical,9,low,1
8899,technical,9,low,1
8900,support,8,low,1
8901,support,8,low,1
8902,support,8,low,1
8903,support,8,low,1
8904,support,8,low,1
8905,support,8,high,0
8906,support,8,low,1
8907,support,8,low,1
8908,support,8,low,1
8909,support,8,low,1
8910,support,8,high,0
8911,technical,9,low,1
8912,technical,9,low,1
8913,technical,9,low,1
8914,management,4,high,0
8915,IT,0,low,1
8916,IT,0,medium,2
8917,IT,0,high,0
8918,IT,0,medium,2
8919,IT,0,high,0
8920,product_mng,6,medium,2
8921,product_mng,6,medium,2
8922,product_mng,6,medium,2
8923,product_mng,6,medium,2
8924,IT,0,medium,2
8925,RandD,1,medium,2
8926,RandD,1,medium,2
8927,RandD,1,medium,2
8928,RandD,1,high,0
8929,RandD,1,low,1
8930,marketing,5,medium,2
8931,sales,7,medium,2
8932,accounting,2,medium,2
8933,support,8,medium,2
8934,technical,9,medium,2
8935,management,4,medium,2
8936,marketing,5,medium,2
8937,marketing,5,medium,2
8938,marketing,5,medium,2
8939,sales,7,high,0
8940,sales,7,low,1
8941,sales,7,low,1
8942,sales,7,low,1
8943,sales,7,high,0
8944,sales,7,low,1
8945,sales,7,low,1
8946,sales,7,low,1
8947,sales,7,high,0
8948,sales,7,low,1
8949,sales,7,low,1
8950,sales,7,low,1
8951,sales,7,low,1
8952,sales,7,low,1
8953,sales,7,low,1
8954,sales,7,low,1
8955,sales,7,medium,2
8956,sales,7,medium,2
8957,sales,7,medium,2
8958,accounting,2,medium,2
8959,accounting,2,medium,2
8960,accounting,2,medium,2
8961,hr,3,medium,2
8962,hr,3,medium,2
8963,hr,3,medium,2
8964,hr,3,medium,2
8965,technical,9,medium,2
8966,technical,9,medium,2
8967,technical,9,high,0
8968,technical,9,low,1
8969,technical,9,medium,2
8970,technical,9,medium,2
8971,technical,9,medium,2
8972,technical,9,medium,2
8973,technical,9,low,1
8974,technical,9,low,1
8975,technical,9,low,1
8976,support,8,low,1
8977,support,8,low,1
8978,support,8,low,1
8979,support,8,low,1
8980,support,8,low,1
8981,support,8,low,1
8982,support,8,low,1
8983,support,8,low,1
8984,support,8,low,1
8985,support,8,low,1
8986,support,8,low,1
8987,technical,9,low,1
8988,technical,9,low,1
8989,technical,9,low,1
8990,management,4,low,1
8991,IT,0,low,1
8992,IT,0,low,1
8993,IT,0,low,1
8994,IT,0,medium,2
8995,IT,0,medium,2
8996,product_mng,6,medium,2
8997,product_mng,6,medium,2
8998,product_mng,6,medium,2
8999,product_mng,6,medium,2
9000,IT,0,medium,2
9001,RandD,1,medium,2
9002,RandD,1,medium,2
9003,RandD,1,medium,2
9004,RandD,1,medium,2
9005,RandD,1,medium,2
9006,marketing,5,high,0
9007,sales,7,low,1
9008,accounting,2,medium,2
9009,support,8,medium,2
9010,technical,9,medium,2
9011,management,4,medium,2
9012,marketing,5,low,1
9013,marketing,5,low,1
9014,marketing,5,low,1
9015,sales,7,low,1
9016,sales,7,low,1
9017,sales,7,low,1
9018,sales,7,low,1
9019,sales,7,low,1
9020,sales,7,low,1
9021,sales,7,low,1
9022,sales,7,low,1
9023,sales,7,low,1
9024,sales,7,low,1
9025,sales,7,low,1
9026,sales,7,low,1
9027,sales,7,low,1
9028,sales,7,low,1
9029,sales,7,low,1
9030,sales,7,low,1
9031,sales,7,low,1
9032,sales,7,low,1
9033,sales,7,medium,2
9034,accounting,2,medium,2
9035,accounting,2,medium,2
9036,accounting,2,medium,2
9037,hr,3,medium,2
9038,hr,3,medium,2
9039,hr,3,medium,2
9040,hr,3,medium,2
9041,technical,9,medium,2
9042,technical,9,medium,2
9043,technical,9,medium,2
9044,technical,9,medium,2
9045,technical,9,high,0
9046,technical,9,low,1
9047,technical,9,medium,2
9048,technical,9,medium,2
9049,technical,9,medium,2
9050,technical,9,medium,2
9051,technical,9,low,1
9052,support,8,low,1
9053,support,8,low,1
9054,support,8,low,1
9055,support,8,low,1
9056,support,8,low,1
9057,support,8,low,1
9058,support,8,low,1
9059,support,8,low,1
9060,support,8,low,1
9061,support,8,low,1
9062,support,8,low,1
9063,technical,9,low,1
9064,technical,9,low,1
9065,technical,9,low,1
9066,management,4,low,1
9067,IT,0,low,1
9068,IT,0,low,1
9069,IT,0,low,1
9070,IT,0,low,1
9071,IT,0,low,1
9072,product_mng,6,medium,2
9073,product_mng,6,medium,2
9074,product_mng,6,medium,2
9075,product_mng,6,medium,2
9076,IT,0,medium,2
9077,RandD,1,medium,2
9078,RandD,1,medium,2
9079,RandD,1,medium,2
9080,RandD,1,medium,2
9081,RandD,1,medium,2
9082,marketing,5,medium,2
9083,sales,7,medium,2
9084,accounting,2,high,0
9085,support,8,low,1
9086,technical,9,medium,2
9087,management,4,medium,2
9088,marketing,5,medium,2
9089,marketing,5,medium,2
9090,marketing,5,low,1
9091,sales,7,low,1
9092,sales,7,low,1
9093,sales,7,low,1
9094,sales,7,low,1
9095,sales,7,low,1
9096,sales,7,low,1
9097,sales,7,low,1
9098,sales,7,low,1
9099,sales,7,low,1
9100,sales,7,low,1
9101,sales,7,low,1
9102,sales,7,low,1
9103,sales,7,low,1
9104,sales,7,low,1
9105,sales,7,low,1
9106,sales,7,low,1
9107,sales,7,low,1
9108,sales,7,medium,2
9109,sales,7,medium,2
9110,accounting,2,medium,2
9111,accounting,2,medium,2
9112,accounting,2,medium,2
9113,hr,3,medium,2
9114,hr,3,medium,2
9115,hr,3,medium,2
9116,hr,3,medium,2
9117,technical,9,medium,2
9118,technical,9,medium,2
9119,technical,9,medium,2
9120,technical,9,high,0
9121,technical,9,low,1
9122,technical,9,medium,2
9123,technical,9,medium,2
9124,technical,9,medium,2
9125,technical,9,medium,2
9126,technical,9,low,1
9127,technical,9,low,1
9128,support,8,low,1
9129,support,8,low,1
9130,support,8,low,1
9131,support,8,low,1
9132,support,8,low,1
9133,support,8,low,1
9134,support,8,low,1
9135,support,8,low,1
9136,support,8,low,1
9137,support,8,low,1
9138,support,8,low,1
9139,technical,9,low,1
9140,technical,9,low,1
9141,technical,9,low,1
9142,management,4,low,1
9143,IT,0,low,1
9144,IT,0,low,1
9145,IT,0,low,1
9146,IT,0,low,1
9147,IT,0,medium,2
9148,product_mng,6,medium,2
9149,product_mng,6,medium,2
9150,product_mng,6,medium,2
9151,product_mng,6,medium,2
9152,IT,0,medium,2
9153,RandD,1,medium,2
9154,RandD,1,medium,2
9155,RandD,1,medium,2
9156,RandD,1,medium,2
9157,RandD,1,medium,2
9158,marketing,5,medium,2
9159,sales,7,high,0
9160,accounting,2,low,1
9161,support,8,medium,2
9162,technical,9,medium,2
9163,management,4,medium,2
9164,marketing,5,medium,2
9165,marketing,5,low,1
9166,marketing,5,low,1
9167,sales,7,low,1
9168,sales,7,low,1
9169,sales,7,low,1
9170,sales,7,low,1
9171,sales,7,low,1
9172,sales,7,low,1
9173,sales,7,low,1
9174,sales,7,low,1
9175,sales,7,low,1
9176,sales,7,low,1
9177,sales,7,low,1
9178,sales,7,low,1
9179,sales,7,low,1
9180,sales,7,low,1
9181,sales,7,low,1
9182,sales,7,low,1
9183,sales,7,low,1
9184,sales,7,low,1
9185,sales,7,low,1
9186,accounting,2,medium,2
9187,accounting,2,medium,2
9188,accounting,2,medium,2
9189,hr,3,medium,2
9190,hr,3,medium,2
9191,hr,3,medium,2
9192,hr,3,medium,2
9193,technical,9,low,1
9194,technical,9,low,1
9195,technical,9,low,1
9196,technical,9,low,1
9197,technical,9,low,1
9198,technical,9,low,1
9199,technical,9,low,1
9200,technical,9,low,1
9201,technical,9,low,1
9202,technical,9,low,1
9203,technical,9,low,1
9204,support,8,low,1
9205,support,8,low,1
9206,support,8,low,1
9207,support,8,low,1
9208,support,8,low,1
9209,support,8,low,1
9210,support,8,low,1
9211,support,8,low,1
9212,support,8,medium,2
9213,support,8,medium,2
9214,support,8,medium,2
9215,technical,9,medium,2
9216,technical,9,medium,2
9217,technical,9,medium,2
9218,management,4,medium,2
9219,IT,0,medium,2
9220,IT,0,medium,2
9221,IT,0,medium,2
9222,IT,0,medium,2
9223,IT,0,medium,2
9224,product_mng,6,medium,2
9225,product_mng,6,medium,2
9226,product_mng,6,medium,2
9227,product_mng,6,medium,2
9228,IT,0,medium,2
9229,RandD,1,medium,2
9230,RandD,1,medium,2
9231,RandD,1,medium,2
9232,RandD,1,medium,2
9233,RandD,1,medium,2
9234,marketing,5,medium,2
9235,sales,7,medium,2
9236,accounting,2,medium,2
9237,support,8,medium,2
9238,technical,9,medium,2
9239,management,4,medium,2
9240,marketing,5,medium,2
9241,marketing,5,medium,2
9242,marketing,5,medium,2
9243,sales,7,low,1
9244,sales,7,low,1
9245,sales,7,low,1
9246,sales,7,low,1
9247,sales,7,low,1
9248,sales,7,low,1
9249,sales,7,low,1
9250,sales,7,low,1
9251,sales,7,low,1
9252,sales,7,low,1
9253,sales,7,low,1
9254,sales,7,low,1
9255,sales,7,low,1
9256,sales,7,low,1
9257,sales,7,low,1
9258,sales,7,low,1
9259,sales,7,low,1
9260,sales,7,low,1
9261,sales,7,low,1
9262,accounting,2,low,1
9263,accounting,2,low,1
9264,accounting,2,medium,2
9265,hr,3,medium,2
9266,hr,3,medium,2
9267,hr,3,medium,2
9268,hr,3,medium,2
9269,technical,9,medium,2
9270,technical,9,medium,2
9271,technical,9,medium,2
9272,technical,9,medium,2
9273,technical,9,low,1
9274,technical,9,low,1
9275,technical,9,low,1
9276,technical,9,low,1
9277,technical,9,low,1
9278,technical,9,low,1
9279,technical,9,low,1
9280,support,8,low,1
9281,support,8,low,1
9282,support,8,low,1
9283,support,8,low,1
9284,support,8,low,1
9285,support,8,low,1
9286,support,8,low,1
9287,support,8,low,1
9288,support,8,low,1
9289,support,8,low,1
9290,support,8,low,1
9291,technical,9,low,1
9292,technical,9,medium,2
9293,technical,9,medium,2
9294,management,4,medium,2
9295,IT,0,medium,2
9296,IT,0,medium,2
9297,IT,0,medium,2
9298,IT,0,medium,2
9299,IT,0,medium,2
9300,product_mng,6,medium,2
9301,product_mng,6,medium,2
9302,product_mng,6,medium,2
9303,product_mng,6,medium,2
9304,IT,0,medium,2
9305,RandD,1,medium,2
9306,RandD,1,medium,2
9307,RandD,1,medium,2
9308,RandD,1,medium,2
9309,RandD,1,medium,2
9310,marketing,5,medium,2
9311,sales,7,medium,2
9312,accounting,2,medium,2
9313,support,8,medium,2
9314,technical,9,medium,2
9315,management,4,high,0
9316,marketing,5,low,1
9317,marketing,5,medium,2
9318,marketing,5,medium,2
9319,sales,7,low,1
9320,sales,7,low,1
9321,sales,7,low,1
9322,sales,7,low,1
9323,sales,7,low,1
9324,sales,7,low,1
9325,sales,7,low,1
9326,sales,7,low,1
9327,sales,7,low,1
9328,sales,7,low,1
9329,sales,7,low,1
9330,sales,7,low,1
9331,sales,7,low,1
9332,sales,7,low,1
9333,sales,7,low,1
9334,sales,7,high,0
9335,sales,7,low,1
9336,sales,7,high,0
9337,sales,7,high,0
9338,accounting,2,low,1
9339,accounting,2,low,1
9340,accounting,2,high,0
9341,hr,3,low,1
9342,hr,3,medium,2
9343,hr,3,high,0
9344,hr,3,medium,2
9345,technical,9,low,1
9346,technical,9,low,1
9347,technical,9,low,1
9348,technical,9,low,1
9349,technical,9,low,1
9350,technical,9,low,1
9351,technical,9,low,1
9352,technical,9,low,1
9353,technical,9,low,1
9354,technical,9,low,1
9355,technical,9,low,1
9356,support,8,low,1
9357,support,8,low,1
9358,support,8,low,1
9359,support,8,medium,2
9360,support,8,low,1
9361,support,8,low,1
9362,support,8,low,1
9363,support,8,low,1
9364,support,8,low,1
9365,support,8,low,1
9366,support,8,low,1
9367,technical,9,low,1
9368,technical,9,low,1
9369,technical,9,low,1
9370,management,4,high,0
9371,IT,0,low,1
9372,IT,0,low,1
9373,IT,0,low,1
9374,IT,0,low,1
9375,IT,0,high,0
9376,product_mng,6,low,1
9377,product_mng,6,low,1
9378,product_mng,6,low,1
9379,product_mng,6,high,0
9380,IT,0,low,1
9381,RandD,1,medium,2
9382,RandD,1,high,0
9383,RandD,1,medium,2
9384,RandD,1,high,0
9385,RandD,1,medium,2
9386,marketing,5,medium,2
9387,marketing,5,medium,2
9388,sales,7,medium,2
9389,accounting,2,medium,2
9390,support,8,medium,2
9391,technical,9,medium,2
9392,management,4,medium,2
9393,marketing,5,high,0
9394,marketing,5,low,1
9395,marketing,5,medium,2
9396,sales,7,medium,2
9397,sales,7,medium,2
9398,sales,7,medium,2
9399,sales,7,medium,2
9400,sales,7,medium,2
9401,sales,7,medium,2
9402,sales,7,medium,2
9403,sales,7,medium,2
9404,sales,7,high,0
9405,sales,7,low,1
9406,sales,7,low,1
9407,sales,7,low,1
9408,sales,7,high,0
9409,sales,7,low,1
9410,sales,7,low,1
9411,sales,7,low,1
9412,sales,7,high,0
9413,sales,7,low,1
9414,sales,7,low,1
9415,accounting,2,low,1
9416,accounting,2,low,1
9417,accounting,2,low,1
9418,hr,3,low,1
9419,hr,3,low,1
9420,hr,3,medium,2
9421,hr,3,medium,2
9422,technical,9,low,1
9423,technical,9,low,1
9424,technical,9,low,1
9425,technical,9,low,1
9426,technical,9,low,1
9427,technical,9,low,1
9428,technical,9,low,1
9429,technical,9,low,1
9430,technical,9,low,1
9431,technical,9,low,1
9432,technical,9,low,1
9433,support,8,low,1
9434,support,8,low,1
9435,support,8,low,1
9436,support,8,low,1
9437,support,8,low,1
9438,support,8,low,1
9439,support,8,low,1
9440,support,8,low,1
9441,support,8,low,1
9442,support,8,low,1
9443,support,8,low,1
9444,technical,9,low,1
9445,technical,9,low,1
9446,technical,9,low,1
9447,management,4,low,1
9448,IT,0,low,1
9449,IT,0,low,1
9450,IT,0,low,1
9451,IT,0,low,1
9452,IT,0,low,1
9453,product_mng,6,low,1
9454,product_mng,6,low,1
9455,product_mng,6,low,1
9456,product_mng,6,low,1
9457,IT,0,low,1
9458,marketing,5,low,1
9459,marketing,5,medium,2
9460,marketing,5,medium,2
9461,marketing,5,medium,2
9462,marketing,5,medium,2
9463,marketing,5,medium,2
9464,marketing,5,medium,2
9465,sales,7,medium,2
9466,accounting,2,medium,2
9467,support,8,medium,2
9468,technical,9,medium,2
9469,management,4,medium,2
9470,marketing,5,medium,2
9471,marketing,5,high,0
9472,marketing,5,low,1
9473,sales,7,medium,2
9474,sales,7,medium,2
9475,sales,7,medium,2
9476,sales,7,medium,2
9477,sales,7,low,1
9478,sales,7,low,1
9479,sales,7,low,1
9480,sales,7,low,1
9481,sales,7,low,1
9482,sales,7,low,1
9483,sales,7,low,1
9484,sales,7,low,1
9485,sales,7,low,1
9486,sales,7,low,1
9487,sales,7,low,1
9488,sales,7,low,1
9489,sales,7,low,1
9490,sales,7,low,1
9491,sales,7,low,1
9492,accounting,2,medium,2
9493,accounting,2,medium,2
9494,accounting,2,medium,2
9495,hr,3,medium,2
9496,hr,3,medium,2
9497,hr,3,medium,2
9498,hr,3,medium,2
9499,technical,9,low,1
9500,technical,9,low,1
9501,technical,9,low,1
9502,technical,9,low,1
9503,technical,9,low,1
9504,technical,9,low,1
9505,technical,9,low,1
9506,technical,9,low,1
9507,technical,9,low,1
9508,technical,9,low,1
9509,technical,9,low,1
9510,support,8,low,1
9511,support,8,low,1
9512,support,8,low,1
9513,support,8,low,1
9514,support,8,low,1
9515,support,8,low,1
9516,support,8,low,1
9517,support,8,low,1
9518,support,8,low,1
9519,support,8,low,1
9520,support,8,low,1
9521,technical,9,low,1
9522,technical,9,low,1
9523,technical,9,low,1
9524,management,4,low,1
9525,IT,0,low,1
9526,IT,0,low,1
9527,IT,0,low,1
9528,IT,0,low,1
9529,IT,0,low,1
9530,product_mng,6,low,1
9531,product_mng,6,low,1
9532,product_mng,6,low,1
9533,product_mng,6,low,1
9534,IT,0,low,1
9535,RandD,1,low,1
9536,RandD,1,low,1
9537,RandD,1,medium,2
9538,RandD,1,medium,2
9539,RandD,1,medium,2
9540,RandD,1,medium,2
9541,marketing,5,medium,2
9542,sales,7,medium,2
9543,accounting,2,medium,2
9544,support,8,medium,2
9545,technical,9,medium,2
9546,management,4,medium,2
9547,marketing,5,medium,2
9548,marketing,5,medium,2
9549,marketing,5,high,0
9550,sales,7,low,1
9551,sales,7,medium,2
9552,sales,7,medium,2
9553,sales,7,medium,2
9554,sales,7,medium,2
9555,sales,7,low,1
9556,sales,7,low,1
9557,sales,7,low,1
9558,sales,7,low,1
9559,sales,7,low,1
9560,sales,7,low,1
9561,sales,7,low,1
9562,sales,7,low,1
9563,sales,7,low,1
9564,sales,7,low,1
9565,sales,7,low,1
9566,sales,7,low,1
9567,sales,7,low,1
9568,sales,7,low,1
9569,accounting,2,low,1
9570,accounting,2,low,1
9571,accounting,2,low,1
9572,hr,3,low,1
9573,hr,3,medium,2
9574,hr,3,medium,2
9575,hr,3,medium,2
9576,technical,9,medium,2
9577,technical,9,medium,2
9578,technical,9,medium,2
9579,technical,9,medium,2
9580,technical,9,medium,2
9581,technical,9,medium,2
9582,technical,9,medium,2
9583,technical,9,medium,2
9584,technical,9,medium,2
9585,technical,9,high,0
9586,technical,9,low,1
9587,support,8,medium,2
9588,support,8,medium,2
9589,support,8,medium,2
9590,support,8,medium,2
9591,support,8,low,1
9592,support,8,low,1
9593,support,8,low,1
9594,support,8,low,1
9595,support,8,low,1
9596,support,8,low,1
9597,support,8,low,1
9598,technical,9,low,1
9599,technical,9,low,1
9600,technical,9,low,1
9601,management,4,low,1
9602,IT,0,low,1
9603,IT,0,low,1
9604,IT,0,low,1
9605,IT,0,low,1
9606,IT,0,low,1
9607,product_mng,6,low,1
9608,product_mng,6,low,1
9609,product_mng,6,low,1
9610,product_mng,6,low,1
9611,IT,0,low,1
9612,marketing,5,high,0
9613,accounting,2,high,0
9614,accounting,2,high,0
9615,IT,0,medium,2
9616,IT,0,medium,2
9617,management,4,high,0
9618,marketing,5,medium,2
9619,sales,7,medium,2
9620,accounting,2,medium,2
9621,support,8,medium,2
9622,technical,9,medium,2
9623,management,4,medium,2
9624,marketing,5,high,0
9625,marketing,5,low,1
9626,marketing,5,medium,2
9627,sales,7,medium,2
9628,sales,7,medium,2
9629,sales,7,medium,2
9630,sales,7,low,1
9631,sales,7,low,1
9632,sales,7,low,1
9633,sales,7,low,1
9634,sales,7,low,1
9635,sales,7,low,1
9636,sales,7,low,1
9637,sales,7,low,1
9638,sales,7,low,1
9639,sales,7,low,1
9640,sales,7,low,1
9641,sales,7,low,1
9642,sales,7,low,1
9643,sales,7,low,1
9644,sales,7,low,1
9645,sales,7,low,1
9646,accounting,2,low,1
9647,accounting,2,low,1
9648,accounting,2,low,1
9649,hr,3,low,1
9650,hr,3,low,1
9651,hr,3,medium,2
9652,hr,3,medium,2
9653,technical,9,medium,2
9654,technical,9,medium,2
9655,technical,9,medium,2
9656,technical,9,medium,2
9657,technical,9,medium,2
9658,technical,9,medium,2
9659,technical,9,medium,2
9660,technical,9,medium,2
9661,technical,9,medium,2
9662,technical,9,medium,2
9663,technical,9,high,0
9664,support,8,low,1
9665,support,8,medium,2
9666,support,8,medium,2
9667,support,8,medium,2
9668,support,8,medium,2
9669,support,8,low,1
9670,support,8,low,1
9671,support,8,low,1
9672,support,8,low,1
9673,support,8,low,1
9674,support,8,low,1
9675,technical,9,low,1
9676,technical,9,low,1
9677,technical,9,medium,2
9678,management,4,medium,2
9679,IT,0,medium,2
9680,IT,0,medium,2
9681,IT,0,medium,2
9682,IT,0,medium,2
9683,IT,0,medium,2
9684,product_mng,6,medium,2
9685,product_mng,6,medium,2
9686,product_mng,6,medium,2
9687,product_mng,6,medium,2
9688,IT,0,medium,2
9689,RandD,1,medium,2
9690,RandD,1,medium,2
9691,RandD,1,medium,2
9692,RandD,1,medium,2
9693,RandD,1,medium,2
9694,RandD,1,medium,2
9695,marketing,5,medium,2
9696,sales,7,medium,2
9697,accounting,2,medium,2
9698,support,8,medium,2
9699,technical,9,medium,2
9700,management,4,medium,2
9701,marketing,5,medium,2
9702,marketing,5,high,0
9703,marketing,5,high,0
9704,sales,7,high,0
9705,sales,7,high,0
9706,sales,7,high,0
9707,sales,7,high,0
9708,sales,7,high,0
9709,sales,7,high,0
9710,sales,7,high,0
9711,sales,7,high,0
9712,sales,7,high,0
9713,sales,7,high,0
9714,sales,7,low,1
9715,sales,7,low,1
9716,sales,7,low,1
9717,sales,7,low,1
9718,sales,7,low,1
9719,sales,7,low,1
9720,sales,7,low,1
9721,sales,7,low,1
9722,sales,7,low,1
9723,accounting,2,low,1
9724,accounting,2,low,1
9725,accounting,2,low,1
9726,hr,3,low,1
9727,hr,3,low,1
9728,hr,3,low,1
9729,hr,3,medium,2
9730,technical,9,medium,2
9731,technical,9,medium,2
9732,technical,9,medium,2
9733,technical,9,medium,2
9734,technical,9,medium,2
9735,technical,9,medium,2
9736,technical,9,medium,2
9737,technical,9,medium,2
9738,technical,9,medium,2
9739,technical,9,medium,2
9740,technical,9,medium,2
9741,support,8,high,0
9742,support,8,high,0
9743,support,8,high,0
9744,support,8,high,0
9745,support,8,high,0
9746,support,8,high,0
9747,support,8,high,0
9748,support,8,high,0
9749,support,8,low,1
9750,support,8,low,1
9751,support,8,low,1
9752,technical,9,low,1
9753,technical,9,low,1
9754,technical,9,low,1
9755,management,4,low,1
9756,IT,0,low,1
9757,IT,0,medium,2
9758,IT,0,medium,2
9759,IT,0,medium,2
9760,IT,0,medium,2
9761,product_mng,6,medium,2
9762,product_mng,6,medium,2
9763,product_mng,6,medium,2
9764,product_mng,6,medium,2
9765,IT,0,medium,2
9766,RandD,1,medium,2
9767,RandD,1,medium,2
9768,RandD,1,medium,2
9769,RandD,1,medium,2
9770,RandD,1,medium,2
9771,marketing,5,medium,2
9772,sales,7,medium,2
9773,accounting,2,medium,2
9774,support,8,medium,2
9775,technical,9,medium,2
9776,management,4,medium,2
9777,marketing,5,medium,2
9778,marketing,5,medium,2
9779,marketing,5,medium,2
9780,sales,7,high,0
9781,sales,7,low,1
9782,sales,7,medium,2
9783,sales,7,medium,2
9784,sales,7,medium,2
9785,sales,7,medium,2
9786,sales,7,medium,2
9787,sales,7,medium,2
9788,sales,7,medium,2
9789,sales,7,medium,2
9790,sales,7,medium,2
9791,sales,7,medium,2
9792,sales,7,low,1
9793,sales,7,low,1
9794,sales,7,low,1
9795,sales,7,low,1
9796,sales,7,low,1
9797,sales,7,low,1
9798,sales,7,low,1
9799,accounting,2,high,0
9800,accounting,2,low,1
9801,accounting,2,high,0
9802,hr,3,high,0
9803,hr,3,low,1
9804,hr,3,low,1
9805,hr,3,high,0
9806,technical,9,low,1
9807,technical,9,medium,2
9808,technical,9,high,0
9809,technical,9,medium,2
9810,technical,9,medium,2
9811,technical,9,medium,2
9812,technical,9,medium,2
9813,technical,9,high,0
